features,scores
avg_rR45CO244CO2,216.73712722302
sd_d18O13C,124.50208086605
diff2_acf1,9.0061720843558
fluctanal_prop_r1,6.68773725645085
avg_rR46CO244CO2,6.60378442448427
time_kl_shift,4.73890167074859e-05
