features,scores
avg_R45CO244CO2,19469.4156383338
avg_R13C12C,1270.83304500699
motiftwo_entro3,60.5400518406565
fluctanal_prop_r1,7.88619981362464
avg_d13C12C,1.82605123519382e-05
