features,scores
avg_R45CO244CO2,31487.8151717753
avg_rR45CO244CO2,202.201406691317
sd_d18O13C,123.489958639583
motiftwo_entro3,40.0366146284977
avg_rR46CO244CO2,21.9252646907945
fluctanal_prop_r1,11.5859809522581
walker_propcross,9.99626121978502
time_kl_shift,7.08036895313927e-05
