features,scores
avg_R45CO244CO2,26790.0595268385
motiftwo_entro3,57.8568996590237
avg_rR46CO244CO2,41.13810985474
avg_rR45CO244CO2,32.7869569638129
fluctanal_prop_r1,6.41567956831106
sd_d18O13C,3.27546999850211
avg_rd45CO244CO2,8.77796914391622e-06
avg_d45CO244CO2,3.14545265787942e-08
