Analysis,diff2_acf1,time_kl_shift,trend,fluctanal_prop_r1,motiftwo_entro3,avg_rR45CO244CO2,sd_rR45CO244CO2,avg_rR46CO244CO2,avg_R45CO244CO2,sd_R45CO244CO2,avg_rd45CO244CO2,sd_rd45CO244CO2,avg_d45CO244CO2,sd_d45CO244CO2,avg_R13C12C,sd_R13C12C,avg_d13C12C,sd_d13C12C,sd_d18O13C,biotic,pred
2975,0.772404913324994,991,0.125689096305979,0.408163265306122,0.555789191880205,1.180776941,0.000246043825047513,1.41241879766667,0.0118673581111111,2.47283422637077e-06,26.9851088466667,0.213997460668288,-9.80355624866667,0.206331643348357,0.0110653377777778,2.4571437573826e-06,-10.2737282127778,0.219789104624605,0.0100719559629322,biotic,biotic
2976,0.731959114273137,133,0.178557393086988,0.408163265306122,0.553259672181557,1.17884756877778,2.39491041678616e-05,1.41175669333333,0.0118484335555556,2.40693846572337e-07,25.3474125344444,0.0208307386382813,-11.3825869922222,0.0200845394932275,0.0110465864444444,2.40213504570321e-07,-11.9509188055556,0.0214783319402224,0.00272420248836826,biotic,biotic
2978,0.734035279777119,133,0.175793671150912,0.408163265306122,0.552533512715665,1.17919271633333,1.36889509185447e-05,1.41121069577778,0.0118524203333333,1.37481816979767e-07,25.6924064266667,0.0119069971370579,-11.0499514788889,0.0114804652203827,0.0110506354444444,1.4532903281124e-07,-11.5887532188889,0.01298386952225,0.00363727473022105,biotic,biotic
2979,0.733570854746336,133,0.176495152049088,0.408163265306122,0.553259672181557,1.179674327,2.15263171722569e-05,1.41470839255556,0.0118577593333333,2.16291470012304e-07,26.1544403066667,0.0187249591540458,-10.6044685777778,0.0180541947301449,0.0110549194444444,2.0774450119742e-07,-11.2055678511111,0.0185937614462508,0.00294433669607126,biotic,biotic
2983,0.73184570009205,4038,0.178259897976919,0.408163265306122,0.553259672181557,1.17860544077778,1.96009225087833e-05,1.41125876011111,0.0118489591111111,1.9712143747251e-07,25.3928859933333,0.0170530389314853,-11.3387424866667,0.0164421625500347,0.0110470494444444,1.98781985546295e-07,-11.9094940433333,0.0177828666015397,0.00320350516018407,biotic,biotic
2984,0.696022853114239,4038,0.240258430152752,0.489795918367347,0.550345812791181,1.17924927477778,0.000169833530110202,1.41174144311111,0.0118552973333333,1.70735519151704e-06,25.9413881244444,0.147754475140792,-10.8098888011111,0.142461614067275,0.0110532506666667,1.69883298178491e-06,-11.3548480177778,0.151964786999846,0.00676734659886604,biotic,biotic
2985,0.731773388935371,133,0.178238850367031,0.408163265306122,0.552896784080831,1.17935007566667,2.20073197254741e-05,1.41439782588889,0.011856582,2.21174704701813e-07,26.0525603133333,0.0191467193314893,-10.7026990244444,0.0184608479316625,0.0110537495555556,2.19498354840451e-07,-11.3102270755556,0.0196381651172787,0.00222133860272196,biotic,biotic
2986,0.727765982158005,4038,0.183940317280623,0.408163265306122,0.552533512715665,1.17668053955556,0.000131898710751951,1.41418745366667,0.0118301052222222,1.32604994040399e-06,23.7613115444444,0.114757427740356,-12.9118706677778,0.110646583955671,0.0110273217777778,1.32826745968004e-06,-13.6740059855556,0.118810060883835,0.00440815324877648,biotic,biotic
2988,0.732850522793103,133,0.178574594670122,0.408163265306122,0.552896784080831,1.17932923933333,3.19447536654951e-05,1.41446086677778,0.0118558083333333,3.21212935605104e-07,25.9856091788889,0.0277909952496071,-10.7672518322222,0.0267954681415375,0.0110529764444444,3.16800059623963e-07,-11.3793742955556,0.028332530623066,0.00251101721523627,biotic,biotic
2989,0.760432715423714,133,0.138996464357898,0.408163265306122,0.5543460410038,1.18037506188889,0.000256284536503111,1.41185892022222,0.0118663748888889,2.57645368891263e-06,26.9000297133333,0.222961934918238,-9.88558767433333,0.214974991640229,0.0110643162222222,2.56444905280747e-06,-10.3650724955556,0.229368529547246,0.0113517120764453,biotic,biotic
2990,0.734575361336977,133,0.175915501340892,0.408163265306122,0.553622177429102,1.17951117788889,2.92634756114659e-05,1.41458476155556,0.0118571137777778,2.94000330687678e-07,26.0985795688889,0.0254573184693981,-10.65832827,0.0245453872929783,0.011054282,2.99550079285522e-07,-11.26257598,0.0267949586255287,0.00404298223419873,biotic,biotic
2992,0.731436160055935,133,0.179269384855276,0.408163265306122,0.553622177429102,1.17877439555556,3.99821675066247e-05,1.41163492077778,0.0118494665555556,4.02005631524968e-07,25.4368069133333,0.0347811435706322,-11.2963949022222,0.0335352128454759,0.0110475527777778,3.98417111134269e-07,-11.8644605866667,0.0356455441024794,0.00313763630518926,biotic,biotic
2993,0.719217294094514,133,0.199049513639247,0.408163265306122,0.552896784080831,1.17682259888889,0.000108956961142288,1.41454808,0.0118293345555556,1.09510811236982e-06,23.6945831588889,0.0947793793520162,-12.9762087077778,0.091384190006934,0.0110265584444444,1.09164452903751e-06,-13.74228158,0.0976272427653827,0.00402060592067009,biotic,biotic
2995,0.735594371840811,4038,0.173893532833863,0.408163265306122,0.552896784080831,1.17912426766667,2.57508416998461e-05,1.41141257277778,0.011852938,2.58884143971672e-07,25.7372019855556,0.0224012000740077,-11.0067605811111,0.021598743114281,0.0110511067777778,2.65752129708307e-07,-11.5465919511111,0.0237680748809034,0.00429856397302862,biotic,biotic
2996,0.734123150665073,133,0.174575627672014,0.408163265306122,0.552533512715665,1.17885379933333,3.13096650772742e-05,1.41183122755556,0.0118498012222222,3.14813348580523e-07,25.4657671522222,0.0272358322551449,-11.2684720777778,0.026260190990252,0.0110478378888889,3.20261394974716e-07,-11.8389821211111,0.0286443555247492,0.00366895909271947,biotic,biotic
3001,0.729727337990705,4038,0.182704083040281,0.408163265306122,0.553622177429102,1.17686168944444,0.000127973894530412,1.41469138555556,0.0118304912222222,1.28649366280779e-06,23.7947064422222,0.111329199197226,-12.8796720411111,0.107341164288874,0.0110277056666667,1.27977449185409e-06,-13.6396812322222,0.114463340070984,0.00232315873361206,biotic,biotic
3231,0.735480815023568,133,0.169917371477989,0.346938775510204,0.555068378071516,1.17996304933333,3.24557790308612e-05,1.414867835,0.0118602631111111,3.26033910983259e-07,26.3711176688889,0.0282310737677782,-10.39555303,0.0272197803989517,0.0110572496666667,3.23617830164034e-07,-10.9971480411111,0.0289294142698908,0.0033959946026644,abiotic,abiotic
3232,0.720975844088103,133,0.191579634727733,0.346938775510204,0.553984300233548,1.17696597933333,0.000154462073403968,1.414784594,0.0118303366666667,1.55250088566804e-06,23.7813322288889,0.134358401523411,-12.8925671655556,0.129545415191797,0.0110273597777778,1.5426615618611e-06,-13.6706194344444,0.137975855847897,0.00217485430465086,abiotic,abiotic
3234,0.722483651362695,133,0.187707038821533,0.346938775510204,0.553984300233548,1.17671107911111,0.000185708559565448,1.41479181922222,0.0118278873333333,1.86675446966128e-06,23.5693496822222,0.161539643507553,-13.0969560722222,0.155752970267597,0.0110248968888889,1.85206786082804e-06,-13.8909242133333,0.16565885393825,0.00228004902492512,abiotic,abiotic
3240,0.687891832599888,133,0.252684250878736,0.489795918367347,0.550426497381958,1.17846621033333,1.77245348810375e-05,1.41147887277778,0.0118487942222222,1.78263693568053e-07,25.3786080255556,0.0154220116847997,-11.35250899,0.0148695636330256,0.0110469046666667,1.79211467266701e-07,-11.9224540866667,0.0160223308560833,0.00349914732681393,abiotic,biotic
3241,0.732502771992135,133,0.173267700648057,0.346938775510204,0.553984300233548,1.17883282988889,2.12186216002126e-05,1.41134105988889,0.011852008,2.13270368312215e-07,25.6567459244444,0.0184615220997146,-11.0843345444444,0.0178001916946223,0.0110501425555556,2.24610279768698e-07,-11.6328333,0.0200922849242074,0.00483578164373843,abiotic,abiotic
3250,0.7277659492201,133,0.175502036956092,0.346938775510204,0.553984300233548,1.17843632311111,2.21609762952937e-05,1.41150900711111,0.0118482067777778,2.2277498612802e-07,25.3278060788889,0.019281664283543,-11.4014911088889,0.0185909581235507,0.0110462922222222,2.21610456532141e-07,-11.9772244633333,0.0198129326057364,0.00315568838852839,abiotic,abiotic
3253,0.727613553599399,4038,0.174067096420187,0.346938775510204,0.554707400147599,1.17978065222222,3.09575246780754e-05,1.41538328066667,0.0118602278888889,3.11237226422088e-07,26.3680629622222,0.0269318685552366,-10.39849831,0.0259671170180379,0.0110572631111111,3.16128314313958e-07,-10.99595332,0.0282700871370771,0.00335757739611933,abiotic,abiotic
3255,0.71568661619307,4038,0.190756509356874,0.346938775510204,0.553984300233548,1.177058279,0.000174214829540291,1.416339101,0.0118273685555556,1.75034283149847e-06,23.5244714611111,0.151490553090396,-13.1402266655556,0.146063857372994,0.0110244847777778,1.73700063167636e-06,-13.9277736444444,0.15534699279014,0.00224541345969162,abiotic,abiotic
3256,0.714445337765199,4038,0.192746751367023,0.346938775510204,0.5543460410038,1.17709573977778,0.000197065910357257,1.41635570444444,0.0118273745555556,1.9799975448918e-06,23.5249837588889,0.171355504612872,-13.1397327188889,0.165217207786274,0.0110244517777778,1.9596767448853e-06,-13.9307178944444,0.175286349313956,0.00229237904036168,abiotic,abiotic
3257,0.728058175145081,133,0.172563785862367,0.346938775510204,0.555068378071516,1.17961898577778,3.03830396100167e-05,1.41507428755556,0.0118600406666667,3.05554414139245e-07,26.3518622522222,0.0264353582198002,-10.41411868,0.0254883908194511,0.0110570895555556,3.07689011467379e-07,-11.0114897066667,0.0275090407019761,0.00282808130223898,abiotic,abiotic
3259,0.727037342236797,4038,0.174398355779188,0.346938775510204,0.555068378071516,1.17940076422222,3.01445426271184e-05,1.41267137233333,0.0118516535555556,3.02978592936644e-07,25.62605577,0.0262141840598394,-11.1139253188889,0.0252751377608507,0.011049768,3.1366622387488e-07,-11.6663239122222,0.0280566572943777,0.00524086552003365,abiotic,abiotic
3260,0.726425644239322,4038,0.176310566383258,0.346938775510204,0.555068378071516,1.17836578144444,2.92740128787883e-05,1.41127155488889,0.0118485756666667,2.94409578648381e-07,25.3597142066667,0.0254729687202192,-11.3707259944444,0.0245604753061054,0.0110466858888889,2.98766398899141e-07,-11.94201558,0.0267156318556669,0.00332740300262244,abiotic,abiotic
3261,0.708969556591545,133,0.201089255275044,0.346938775510204,0.553259672181557,1.177286014,0.000178519685900495,1.41620734788889,0.0118299163333333,1.79399191748453e-06,23.7449450622222,0.155237107232461,-12.92765087,0.149676205234287,0.0110269561111111,1.78207803171242e-06,-13.7067253755556,0.159406286891066,0.00198471423839451,abiotic,abiotic
3263,0.725571054454589,133,0.176863950196603,0.346938775510204,0.555068378071516,1.17911943144444,2.59412618771378e-05,1.41260325333333,0.0118489301111111,2.60625422994708e-07,25.3903719711111,0.0225593007517146,-11.34116645,0.0217511787473114,0.0110470082222222,2.58608187118066e-07,-11.9132071366667,0.0231266813877475,0.00297186485479248,abiotic,abiotic
3265,0.730148006046672,133,0.169670981680738,0.346938775510204,0.555428975180965,1.180297011,3.18536927608133e-05,1.41613364,0.0118606845555556,3.19959025154212e-07,26.4075964744444,0.0277005090224652,-10.3603809655556,0.0267082185521213,0.0110576964444444,3.23479176729277e-07,-10.9572023466667,0.0289327392296726,0.0027591847356555,abiotic,abiotic
3267,0.727418257337432,133,0.173472588393696,0.346938775510204,0.555068378071516,1.18017812333333,3.81047763541854e-05,1.41602260255556,0.0118601104444444,3.82969029789416e-07,26.3579048566667,0.0331383198540232,-10.4082925322222,0.0319512409295308,0.0110571412222222,3.88486414748721e-07,-11.0068601133333,0.0347371936220279,0.00333874269692553,abiotic,abiotic
3268,0.709802079757058,133,0.199261999819922,0.346938775510204,0.553984300233548,1.17717064755556,0.000176382699188514,1.41596237411111,0.0118297244444444,1.77257327853551e-06,23.7283532844444,0.153391580225191,-12.9436482966667,0.147896787145166,0.0110267751111111,1.76091470864146e-06,-13.7229123266667,0.157510228638388,0.00349679158369547,abiotic,abiotic
3269,0.713697328838022,4038,0.192688505174633,0.346938775510204,0.553984300233548,1.17690607211111,0.000184378469687664,1.41588041311111,0.0118270945555556,1.8529721470595e-06,23.5007568966667,0.16034549340808,-13.1630917255556,0.154601594631239,0.0110241517777778,1.84458618514954e-06,-13.9575394433333,0.164978515754864,0.00263202668305171,abiotic,abiotic
3272,0.708127014878273,133,0.203940716387407,0.387755102040816,0.553259672181557,1.17954077188889,0.000150118003340222,1.41261494555556,0.0118538674444444,1.50870085761838e-06,25.8176576833333,0.130553905385627,-10.9291869711111,0.125877205110585,0.011051877,1.50456455494606e-06,-11.4776983711111,0.134569180711573,0.00580843608282532,abiotic,abiotic
3274,0.724687714605082,4038,0.176861892175099,0.346938775510204,0.554707400147599,1.17901672188889,3.99156060659343e-05,1.41231594622222,0.0118488913333333,4.00975996787683e-07,25.3870327877778,0.0347146872314288,-11.3443860177778,0.0334711338488348,0.0110469815555556,3.82507225785095e-07,-11.9155694511111,0.034221782595698,0.00418005926152116,abiotic,abiotic
4922,0.798245059490677,323,0.0928244984415594,0.408163265306122,0.557942525955338,1.17963897611111,6.56385250547323e-05,1.41574515011111,0.0118419486666667,6.59011760137862e-07,24.7862192688889,0.0570220464083321,-11.9236771911111,0.0549794043267976,0.0110392035555556,6.60953688073165e-07,-12.6112682111111,0.0591272040354011,0.00250811014041982,abiotic,abiotic
4925,0.799973592127928,323,0.0895348345371589,0.408163265306122,0.557226262620073,1.17931653022222,5.78254154628246e-05,1.41541795588889,0.0118427181111111,5.80734759688918e-07,24.8528079755556,0.0502514962451386,-11.8594738255556,0.0484513867785304,0.0110399594444444,5.81760498639747e-07,-12.5436626533333,0.0520283417277484,0.00233849672959244,abiotic,abiotic
4932,0.794589827562086,323,0.117258170992901,0.408163265306122,0.556508485659345,1.17966622066667,8.70870311111162e-05,1.41567463488889,0.0118390073333333,8.74064213888386e-07,24.5316676633333,0.0756344848233511,-12.16911025,0.0729251066587469,0.0110363896666667,8.76384333497427e-07,-12.8629341011111,0.0784046891305235,0.00406454482683505,abiotic,abiotic
4933,0.731087453785856,323,0.181371720496381,0.408163265306122,0.552896784080831,1.18102655433333,6.43430086236794e-05,1.41352608544444,0.0118519475555556,6.4578617032106e-07,25.65149083,0.0558781542672206,-11.0894013933333,0.0538764873776223,0.0110500006666667,6.33765926821774e-07,-11.6455319177778,0.0566837321518278,0.00302433566296319,abiotic,abiotic
4934,0.732056761860284,323,0.180728593946833,0.408163265306122,0.553259672181557,1.18121104733333,6.00337576701542e-05,1.41366363155556,0.0118528691111111,6.02459634424344e-07,25.7312532633333,0.0521317796338483,-11.01249621,0.0502643134271356,0.0110508986666667,5.99018781007838e-07,-11.5652036833333,0.0535851782229647,0.00344652528072581,abiotic,abiotic
4936,0.713640316602769,799,0.210445269848972,0.408163265306122,0.55107658634389,1.17857367311111,0.000175971316837059,1.41586797422222,0.0118304754444444,1.76648783686107e-06,23.7933437966667,0.152861327935006,-12.8809858755556,0.147385529752427,0.0110277117777778,1.76118168978797e-06,-13.6391286377778,0.157537840918804,0.00372026441070696,abiotic,abiotic
4937,0.729977800954052,323,0.183709127037184,0.408163265306122,0.552533512715665,1.18100136622222,5.42147729032078e-05,1.41294392344444,0.0118542143333333,5.44335604200325e-07,25.8476653022222,0.047092279467367,-10.9002542833333,0.0454053378755418,0.0110523355555556,5.45625812968996e-07,-11.43668076,0.0487946956300576,0.00337789301130158,abiotic,abiotic
4940,0.801223335441453,323,0.0902822775160912,0.408163265306122,0.557226262620073,1.18018598055556,3.59786517434822e-05,1.415577537,0.0118445997777778,3.61266791228449e-07,25.0156369211111,0.0312482085244358,-11.70247774,0.0301288342763365,0.0110420183333333,3.68930887836792e-07,-12.3595107522222,0.0329761353598904,0.0030793409712057,abiotic,abiotic
4946,0.712993259796573,323,0.20936832415647,0.408163265306122,0.551805818541053,1.17888156644444,0.000181541348399016,1.41609034555556,0.011830233,1.82188377785193e-06,23.7723486855556,0.157655376791703,-12.9012288977778,0.152007844837257,0.0110275352222222,1.80867180396153e-06,-13.6549201588889,0.161768799804662,0.00338810951287255,abiotic,abiotic
4948,0.722630372836613,323,0.194648737326018,0.408163265306122,0.552896784080831,1.18226545733333,0.000139886532984759,1.41385265811111,0.0118580566666667,1.40304142846868e-06,26.1801688711111,0.121418527586524,-10.5796616588889,0.117069074122667,0.0110562015555556,1.38661964062895e-06,-11.0908802077778,0.1240162267179,0.00408582746503726,abiotic,abiotic
4949,0.7228893338931,133,0.194064143118748,0.408163265306122,0.552533512715665,1.18114938433333,0.000118058537935609,1.41263792988889,0.0118587756666667,1.18530333670348e-06,26.2423899733333,0.102575265626882,-10.5196694422222,0.0989008156571956,0.0110568921111111,1.18181633983919e-06,-11.0291228777778,0.105692959391872,0.00663042861653956,abiotic,abiotic
4950,0.730580854212807,323,0.181421894953217,0.408163265306122,0.553259672181557,1.18072147777778,4.62025451808981e-05,1.41255230433333,0.0118541057777778,4.6376011519393e-07,25.8382649911111,0.0401417888017113,-10.9093178566667,0.0387038310087076,0.0110522498888889,4.70899523371334e-07,-11.4443450155556,0.0421256759214529,0.00433200676952124,abiotic,abiotic
4951,0.73054122858317,323,0.182179516445533,0.408163265306122,0.553259672181557,1.18112810966667,4.60891983576516e-05,1.41349613433333,0.0118516975555556,4.62407318040769e-07,25.6298540688889,0.0400215107170899,-11.1102630811111,0.0385878607881098,0.0110497635555556,4.49305606216612e-07,-11.6667473933333,0.0401897027624767,0.00394475609249682,abiotic,abiotic
4952,0.733094504744601,799,0.177123629960645,0.408163265306122,0.552896784080831,1.18152909077778,2.4357026680081e-05,1.41585804177778,0.0118621551111111,2.44473640933319e-07,26.5348514,0.0211619256915827,-10.2376845722222,0.0204038630777119,0.0110593586666667,2.39305766750044e-07,-10.8085151355556,0.0214100469985518,0.00235047776911822,abiotic,abiotic
4953,0.71414158356222,323,0.207464964392035,0.408163265306122,0.551805818541053,1.17908610566667,0.000169265495454613,1.41627548222222,0.0118310998888889,1.69852292039624e-06,23.8473769111111,0.146980010665743,-12.8288883355556,0.141714891699942,0.011028357,1.69777221675918e-06,-13.5814207988889,0.151848820676028,0.00490433789441235,abiotic,abiotic
4954,0.715023234480512,323,0.206104737634302,0.408163265306122,0.552169857673616,1.17997012911111,0.000148784251544357,1.41709229222222,0.0118345554444444,1.49225861625196e-06,24.1464104522222,0.129136251470574,-12.5405667766667,0.124510331958039,0.0110317806666667,1.4815686787997e-06,-13.2751957955556,0.132520646348829,0.00366924824694304,abiotic,abiotic
4959,0.79963923965018,323,0.0907962518011086,0.408163265306122,0.556867563542026,1.17990779555556,5.4380661969838e-05,1.41505156988889,0.0118450831111111,5.45840050849152e-07,25.0574684255556,0.0472438723605661,-11.6621447255556,0.0455515008688725,0.0110425427777778,5.51673086568754e-07,-12.3125902922222,0.0493401927233815,0.00341360754386295,abiotic,abiotic
4960,0.713406198239192,799,0.208445164304624,0.408163265306122,0.552169857673616,1.178491189,0.000186282051344214,1.41566178144444,0.0118310225555556,1.87008750537983e-06,23.84069174,0.161836829204103,-12.8353340311111,0.156039510745375,0.0110282942222222,1.85877135346035e-06,-13.5870289188889,0.16625038295536,0.0034563652733477,abiotic,abiotic
4961,0.712794635835803,323,0.209244233708437,0.408163265306122,0.551805818541053,1.17916153688889,0.000149862060772087,1.41625931388889,0.011831174,1.50353716282654e-06,23.8537781055556,0.130123747721009,-12.8227164466667,0.125462455093755,0.0110284841111111,1.50285515307051e-06,-13.57004513,0.134414897177503,0.00380010856382725,abiotic,abiotic
4962,0.799141145346459,323,0.0916427342369196,0.408163265306122,0.557226262620073,1.17971238122222,9.03995249099291e-05,1.41514702433333,0.0118433733333333,9.07707276603995e-07,24.9095110233333,0.0785372443473922,-11.8048019955556,0.0757238822526267,0.0110408027777778,9.03863897079591e-07,-12.4682382377778,0.0808400324058303,0.00236011995315557,abiotic,abiotic
4963,0.799276076311234,133,0.0915196756502283,0.408163265306122,0.557584583292035,1.18103053266667,4.25309612106176e-05,1.41625259966667,0.0118445764444444,4.264118053919e-07,25.0136120877778,0.0369125718241194,-11.70443004,0.0355902902572539,0.0110420553333333,4.25734071927728e-07,-12.3561821511111,0.0380918789426942,0.00290493266826377,abiotic,abiotic
4964,0.714148168447758,799,0.20730603989548,0.408163265306122,0.552169857673616,1.17965730933333,0.000150066684323969,1.41681361866667,0.0118306327777778,1.50495247248685e-06,23.8069289777778,0.130240536074016,-12.8678873444444,0.125575058847445,0.0110279348888889,1.50028059412606e-06,-13.6191854122222,0.13418490603881,0.00312591124107473,abiotic,abiotic
4965,0.730662294816579,323,0.181096221683707,0.408163265306122,0.552533512715665,1.18153236788889,4.34020957168058e-05,1.41576159911111,0.0118612943333333,4.35632012138565e-07,26.4603629277778,0.0377056997299443,-10.3095047144444,0.0363550087410024,0.0110585554444444,4.3672019392016e-07,-10.8803509522222,0.0390706042347851,0.0040793428080396,abiotic,abiotic
4966,0.729537944851621,323,0.182718334011549,0.408163265306122,0.552533512715665,1.18052460188889,4.78194684162553e-05,1.41268464255556,0.011851513,4.80071609241563e-07,25.6138960966667,0.0415446117131769,-11.1256494077778,0.0400563993894309,0.0110496713333333,4.73182311588249e-07,-11.67497735,0.0423340302320061,0.00168711500494116,abiotic,abiotic
4969,0.796491687028195,323,0.109884314640241,0.408163265306122,0.556508485659345,1.179356536,0.000113654971917157,1.415039285,0.011839326,1.14089657725818e-06,24.5592545844444,0.0987372740699132,-12.1425115488889,0.0952003090317332,0.0110367687777778,1.1383148485566e-06,-12.8290384333333,0.101825951736269,0.00332024217499078,abiotic,abiotic
4970,0.793669659881973,323,0.116601723190412,0.408163265306122,0.556149028572344,1.17935355411111,6.70416728636441e-05,1.41495407222222,0.0118390401111111,6.72963305917334e-07,24.5345250222222,0.0582408746781506,-12.16635525,0.056154570453192,0.0110365273333333,6.74529650942202e-07,-12.8506424911111,0.0603276913838295,0.0026468574632798,abiotic,abiotic
5756,0.807038237325772,133,0.089042281352291,0.387755102040816,0.558657278840044,1.17861261755556,0.000103049331943597,1.41484138022222,0.0118264034444444,1.03413153311265e-06,23.44095356,0.0894821553252298,-13.2207527877778,0.0862767266994863,0.0110241782222222,1.02059097803416e-06,-13.9551819966667,0.0912842292808091,0.00131022151719468,abiotic,abiotic
5757,0.806726435622573,133,0.0891687630773159,0.387755102040816,0.558657278840044,1.17854410622222,0.000106864188643529,1.41470992333333,0.0118265496666667,1.07240442464553e-06,23.4535919577778,0.092801465444251,-13.2085671233333,0.0894771306162522,0.0110243703333333,1.05864040164734e-06,-13.9380087088889,0.0947015617292462,0.0021637761707844,abiotic,abiotic
5758,0.793004182638113,323,0.102418909273924,0.346938775510204,0.554065166458226,1.17979011844444,2.73284295428082e-05,1.41285550966667,0.011830276,2.73928822871811e-07,23.7760828044444,0.0237147265160353,-12.8976285444444,0.0228652189372577,0.0110288922222222,2.8366519780254e-07,-13.5335501044444,0.0253683789301254,0.00481952554357112,abiotic,abiotic
5759,0.792792763456758,323,0.102254193628886,0.346938775510204,0.554788301400031,1.18003179366667,6.24292944497861e-05,1.40975646688889,0.0118321586666667,6.26061897898007e-07,23.9389954855556,0.0541711948233384,-12.7405517244444,0.0522306727927934,0.0110316746666667,6.31251336632346e-07,-13.2846818522222,0.056443187759648,0.00572058554588929,abiotic,abiotic
5763,0.805384168298495,133,0.0910564883483869,0.387755102040816,0.557942525955338,1.17939022266667,8.38950477143653e-05,1.41547634722222,0.011826921,8.41127665696646e-07,23.4857374066667,0.072804971499043,-13.1775731877778,0.0701969561271812,0.0110247743333333,8.41177002776637e-07,-13.9018757744444,0.0752281412310513,0.00296929183394522,abiotic,abiotic
5764,0.810040535708663,133,0.0872274680853634,0.387755102040816,0.55830009100628,1.179479072,0.000101052340308141,1.41534345633333,0.011828419,1.01323208101616e-06,23.6153889044444,0.0876987088979607,-13.0525660666667,0.0845571638159246,0.011026311,9.83781606862014e-07,-13.7644252366667,0.0879994517955262,0.00364983168475445,abiotic,abiotic
5766,0.805399313209766,133,0.0914445379934611,0.387755102040816,0.55830009100628,1.17863767288889,9.44583550691139e-05,1.41473807855556,0.0118289422222222,9.47879182409279e-07,23.6606575811111,0.0820382605336941,-13.0089190022222,0.0790994852785659,0.0110267981111111,9.32493625238919e-07,-13.7208484333333,0.0834036630102058,0.00147006413440155,abiotic,abiotic
