features,scores
sd_R13C12C,59570.3988958758
avg_R45CO244CO2,26665.112305813
avg_rR45CO244CO2,144.084407851731
motiftwo_entro3,55.9847445259957
avg_rR46CO244CO2,39.8894220138953
fluctanal_prop_r1,10.7487099979833
walker_propcross,0.993365105867124
