features,scores
avg_rR45CO244CO2,461.26707745687
sd_d18O13C,52.7023645673992
walker_propcross,34.2808166747824
diff2_acf1,15.6803921802736
avg_rR46CO244CO2,11.5614873274575
fluctanal_prop_r1,4.36811618243163
time_kl_shift,8.18110050218417e-05
