features,scores
avg_R45CO244CO2,30782.2863380787
sd_R13C12C,11305.1874648339
motiftwo_entro3,110.164923019266
sd_d18O13C,73.5338339329514
avg_rR45CO244CO2,71.5300191853203
sampenc,12.5284893289252
fluctanal_prop_r1,10.8507737917044
avg_d18O13C,0.579734975408925
outlierinclude_mdrmd,0.267593924909267
time_kl_shift,7.47623039958968e-05
sampen_first,1.14995458525603e-12
