features,scores
avg_R45CO244CO2,16073.2515603846
sd_d18O13C,136.554536032522
avg_rR45CO244CO2,97.4219329863498
motiftwo_entro3,64.8612493290907
avg_rR46CO244CO2,63.4349279177057
fluctanal_prop_r1,14.5125242613685
time_kl_shift,9.99786934521052e-06
