features,scores
sd_R13C12C,145796.947703609
avg_R45CO244CO2,5733.43753430634
avg_rR45CO244CO2,249.13355733948
sd_d18O13C,63.890295225838
motiftwo_entro3,9.32780773249208
fluctanal_prop_r1,5.92687065107589
diff2_acf1,4.37662400091611
sd_d13C12C,0.0104428154961333
time_kl_shift,7.47517486879812e-05
avg_rd45CO244CO2,5.79681754256577e-05
avg_d45CO244CO2,8.78646060136788e-08
