"features","scores"
"1","avg_R45CO244CO2",3369.468391866
"2","avg_rR45CO244CO2",389.187102142475
"3","sd_d18O13C",50.0250601417482
"4","diff2_acf1",14.7083542255115
"5","walker_propcross",11.017184368819
"6","fluctanal_prop_r1",3.23541845832601
"7","avg_rd45CO244CO2",0.000103653585281475
"8","time_kl_shift",8.03156526765708e-05
"9","avg_d45CO244CO2",3.50845279920288e-08
