"features","scores"
"1","avg_R45CO244CO2",544.589418079716
"2","avg_rR45CO244CO2",387.18175640017
"3","sd_d18O13C",126.394473712813
"4","diff2_acf1",6.65813865457513
"5","fluctanal_prop_r1",4.3298636137893
"6","time_kl_shift",0.000141861399382055
