variable,abio_0,abio_25,abio_50,abio_75,abio_100,bio_0,bio_25,bio_50,bio_75,bio_100
avg_R45CO244CO2,-1.52938330107107,-0.782010939477213,-0.0908704634762082,0.789600483306197,1.92125887379138,-1.62584998847931,-0.93576807321592,-0.297949627505119,0.85139099949799,2.3658259017671
avg_rR45CO244CO2,-2.42357916166653,-0.422236457195896,0.150775041436186,0.794308858883192,2.46010934308435,-2.45043107387212,-0.635313330568432,-0.191869957828607,0.392754971338857,1.23203949843554
sd_d18O13C,-1.55652881140434,-0.713796404315506,-0.262125952051322,0.25291967998924,1.94884231105921,-1.33364172342719,-0.520904450961672,-0.214267099063241,0.312102315856266,4.55917108427015
diff2_acf1,-1.95540075355832,-0.750614638396863,-0.0625375575779699,1.34459479904212,1.9880564536736,-1.70817375470117,-0.626290906026529,-0.4976943599208,-0.0119511184979001,1.86608096879702
walker_propcross,-1.88769651861691,-0.897135045123323,-0.0480823535573651,0.44795599538318,2.78416848361341,-0.897135045123323,-0.472608699340329,-0.0480823535573651,0.517952774153263,2.78209328499574
fluctanal_prop_r1,-1.87071965760842,-1.87071965760842,0.0553467354321879,0.697368866445754,2.62343525948636,-1.87071965760842,0.0553467354321879,0.697368866445754,0.697368866445754,2.62343525948636
avg_rd45CO244CO2,-1.52939109821184,-0.782002155149438,-0.0908578220245074,0.789603405509831,1.92125895996215,-1.62585503445458,-0.935770321005095,-0.297969424604669,0.851396653419051,2.36582273946694
time_kl_shift,-0.368329379554262,-0.368329379554262,-0.368329379554262,-0.188196697778169,3.33387126431755,-0.368329379554262,-0.368329379554262,-0.368329379554262,-0.368329379554262,3.33387126431755
avg_d45CO244CO2,-1.52939109522311,-0.782002155152329,-0.0908578203497956,0.789603406601785,1.92125895743063,-1.62585503245053,-0.935770321252559,-0.297969424006098,0.851396652757607,2.36582273812434
